id,split,lemma,number,case,form,rod_primary,vzor_primary,stem,suffix,stem_suffix_boundary,source_morphemes,source_morpheme_boundaries
251,random_general,latinčinár,pl,G,latinčinárov,mp,chlap,latinčinár,ov,[10],latin|čin|ár,"[5, 8]"
252,random_general,atematickosť,sg,L,atematickosti,f,možnosť,atematickost,i,[12],a|tem|atic|k|osť,"[1, 4, 8, 9]"
253,random_general,diverzant,pl,G,diverzantov,mp,chlap,diverzant,ov,[9],diverz|ant,[6]
254,random_general,triednosť,pl,I,triednosťami,f,možnosť,triednosť,ami,[9],tried|n|osť,"[5, 6]"
255,random_general,bohoslovie,pl,L,bohosloviach,n,stretnutie,bohoslov,iach,[8],boh|o|slov|ie,"[3, 4, 8]"
256,random_general,bibliograf,pl,I,bibliografmi,mp,chlap,bibliograf,mi,[10],bibl|i|o|graf,"[4, 5, 6]"
257,random_general,dokumentárnosť,pl,D,dokumentárnostiam,f,možnosť,dokumentárnost,iam,[14],dok|ument|árn|osť,"[3, 8, 11]"
258,random_general,odhad,sg,I,odhadom,mi,zápas,odhad,om,[5],od|had,[2]
259,random_general,lakovač,sg,G,lakovača,mp,chlap,lakovač,a,[7],lak|ov|ač,"[3, 5]"
260,random_general,záhlavie,pl,D,záhlaviam,n,stretnutie,záhlav,iam,[6],zá|hlav|ie,"[2, 6]"
261,random_general,introvert,sg,L,introvertovi,mp,chlap,introvert,ovi,[9],intro|vert,[5]
262,random_general,inzulín,pl,A,inzulíny,mi,zápas,inzulín,y,[7],inzul|ín,[5]
263,random_general,tetanus,pl,N,tetanusy,mi,zápas,tetanus,y,[7],tetan|us,[5]
264,random_general,sociálnosť,sg,G,sociálnosti,f,možnosť,sociálnost,i,[10],soci|áln|osť,"[4, 7]"
265,random_general,trudnosť,sg,G,trudnosti,f,možnosť,trudnost,i,[8],trud|n|osť,"[4, 5]"
266,random_general,ľad,sg,A,ľad,mi,zápas,ľad,ø,[],ľad,[]
267,random_general,šimpanzica,pl,D,šimpanziciam,f,ulica,šimpanzic,iam,[9],šimpanz|ic|a,"[7, 9]"
268,random_general,záložník,sg,G,záložníka,mp,chlap,záložník,a,[8],zá|lož|ník,"[2, 5]"
269,random_general,spletitosť,sg,G,spletitosti,f,možnosť,spletitost,i,[10],s|plet|it|osť,"[1, 5, 7]"
270,random_general,vred,pl,G,vredov,mi,zápas,vred,ov,[4],vred,[]
271,random_general,oblačnosť,sg,A,oblačnosť,f,možnosť,oblačnosť,ø,[],oblač|n|osť,"[5, 6]"
272,random_general,neduživosť,pl,N,neduživosti,f,možnosť,neduživost,i,[10],ne|duž|iv|osť,"[2, 5, 7]"
273,random_general,aditívnosť,pl,I,aditívnosťami,f,možnosť,aditívnosť,ami,[10],adit|ív|n|osť,"[4, 6, 7]"
274,random_general,zaručenosť,sg,D,zaručenosti,f,možnosť,zaručenost,i,[10],za|ruč|en|osť,"[2, 5, 7]"
275,random_general,hrot,sg,G,hrotu,mi,zápas,hrot,u,[4],hrot,[]
276,random_general,krušnosť,pl,L,krušnostiach,f,možnosť,krušnost,iach,[8],kruš|n|osť,"[4, 5]"
277,random_general,odpad,pl,I,odpadmi,mi,zápas,odpad,mi,[5],od|pad,[2]
278,random_general,nezamestnanosť,pl,G,nezamestnaností,f,možnosť,nezamestnanost,í,[14],ne|za|mest|n|an|osť,"[2, 4, 8, 9, 11]"
279,random_general,úklad,pl,L,úkladoch,mi,zápas,úklad,och,[5],ú|klad,[1]
280,random_general,monologickosť,sg,D,monologickosti,f,možnosť,monologickost,i,[13],mon|o|log|ick|osť,"[3, 4, 7, 10]"
281,random_general,informatik,pl,D,informatikom,mp,chlap,informatik,om,[10],inform|at|ik,"[6, 8]"
282,random_general,peciar,sg,L,peciarovi,mp,chlap,peciar,ovi,[6],pec|iar,[3]
283,random_general,trhan,sg,I,trhanom,mp,chlap,trhan,om,[5],trh|an,[3]
284,random_general,aglomerát,pl,A,aglomeráty,mi,zápas,aglomerát,y,[9],aglomer|át,[7]
285,random_general,nevypočítateľnosť,pl,L,nevypočítateľnostiach,f,možnosť,nevypočítateľnost,iach,[17],ne|vy|po|čít|ateľn|osť,"[2, 4, 6, 9, 14]"
286,random_general,cieľavedomosť,pl,L,cieľavedomostiach,f,možnosť,cieľavedomost,iach,[13],cieľ|a|ved|om|osť,"[4, 5, 8, 10]"
287,random_general,bankár,pl,A,bankárov,mp,chlap,bankár,ov,[6],bank|ár,[4]
288,random_general,šikovnica,sg,L,šikovnici,f,ulica,šikovnic,i,[8],šik|ovn|ic|a,"[3, 6, 8]"
289,random_general,štrbavosť,pl,D,štrbavostiam,f,možnosť,štrbavost,iam,[9],štrb|av|osť,"[4, 6]"
290,random_general,flegmatickosť,sg,I,flegmatickosťou,f,možnosť,flegmatickosť,ou,[13],flegm|atic|k|osť,"[5, 9, 10]"
291,random_general,vyhladnutosť,sg,L,vyhladnutosti,f,možnosť,vyhladnutost,i,[12],vy|hlad|n|ut|osť,"[2, 6, 7, 9]"
292,random_general,referent,sg,G,referenta,mp,chlap,referent,a,[8],refer|ent,[5]
293,random_general,lanár,sg,L,lanárovi,mp,chlap,lanár,ovi,[5],lan|ár,[3]
294,random_general,útes,sg,I,útesom,mi,zápas,útes,om,[4],útes,[]
295,random_general,omamnosť,sg,A,omamnosť,f,možnosť,omamnosť,ø,[],o|mam|n|osť,"[1, 4, 5]"
296,random_general,priepastnosť,sg,G,priepastnosti,f,možnosť,priepastnost,i,[12],prie|past|n|osť,"[4, 8, 9]"
297,random_general,chytač,sg,A,chytača,mp,chlap,chytač,a,[6],chyt|ač,[4]
298,random_general,samooplodnenie,pl,I,samooplodneniami,n,stretnutie,samooplodnen,iami,[12],sam|o|o|plod|n|en|ie,"[3, 4, 5, 9, 10, 12]"
299,random_general,zrastenosť,pl,D,zrastenostiam,f,možnosť,zrastenost,iam,[10],z|rast|en|osť,"[1, 5, 7]"
300,random_general,neznelosť,sg,I,neznelosťou,f,možnosť,neznelosť,ou,[9],ne|zn|el|osť,"[2, 4, 6]"
301,random_general,trblet,sg,A,trblet,mi,zápas,trblet,ø,[],trbl|et,[4]
302,random_general,dobrotivosť,pl,G,dobrotivostí,f,možnosť,dobrotivost,í,[11],dobr|ot|iv|osť,"[4, 6, 8]"
303,random_general,mútnosť,sg,A,mútnosť,f,možnosť,mútnosť,ø,[],mút|n|osť,"[3, 4]"
304,random_general,súmestie,sg,A,súmestie,n,stretnutie,súmest,ie,[6],sú|mest|ie,"[2, 6]"
305,random_general,naháč,pl,D,naháčom,mp,chlap,naháč,om,[5],nah|áč,[3]
306,random_general,odmietavosť,sg,A,odmietavosť,f,možnosť,odmietavosť,ø,[],od|miet|av|osť,"[2, 6, 8]"
307,random_general,úpadkovosť,pl,G,úpadkovostí,f,možnosť,úpadkovost,í,[10],ú|pad|k|ov|osť,"[1, 4, 5, 7]"
308,random_general,náraz,sg,L,náraze,mi,zápas,náraz,e,[5],ná|raz,[2]
309,random_general,extrakt,sg,L,extrakte,mi,zápas,extrakt,e,[7],extrak|t,[6]
310,random_general,fundamentálnosť,pl,I,fundamentálnosťami,f,možnosť,fundamentálnosť,ami,[15],fund|ament|áln|osť,"[4, 9, 12]"
311,random_general,odstav,sg,L,odstave,mi,zápas,odstav,e,[6],od|sta|v,"[2, 5]"
312,random_general,templár,sg,D,templárovi,mp,chlap,templár,ovi,[7],templ|ár,[5]
313,random_general,kameraman,pl,D,kameramanom,mp,chlap,kameraman,om,[9],kamer|a|man,"[5, 6]"
314,random_general,grif,sg,D,grifu,mi,zápas,grif,u,[4],grif,[]
315,random_general,metal,pl,D,metalom,mi,zápas,metal,om,[5],metal,[]
316,random_general,rozprávkar,pl,N,rozprávkari,mp,chlap,rozprávkar,i,[10],roz|práv|k|ar,"[3, 7, 8]"
317,random_general,časomer,pl,N,časomery,mi,zápas,časomer,y,[7],čas|o|mer,"[3, 4]"
318,random_general,otáčkomer,pl,A,otáčkomery,mi,zápas,otáčkomer,y,[9],o|táč|k|o|mer,"[1, 4, 5, 6]"
319,random_general,holáň,pl,N,holáni,mp,chlap,holán,i,[5],hol|áň,[3]
320,random_general,kindžal,sg,L,kindžale,mi,zápas,kindžal,e,[7],kindžal,[]
321,random_general,formant,pl,A,formanty,mi,zápas,formant,y,[7],form|ant,[4]
322,random_general,opus,pl,N,opusy,mi,zápas,opus,y,[4],opus,[]
323,random_general,elektrotechnik,pl,A,elektrotechnikov,mp,chlap,elektrotechnik,ov,[14],elektr|o|techn|ik,"[6, 7, 12]"
324,random_general,konštrukt,pl,D,konštruktom,mi,zápas,konštrukt,om,[9],kon|štruk|t,"[3, 8]"
325,random_general,trakt,pl,N,trakty,mi,zápas,trakt,y,[5],trakt,[]
326,random_general,blondiak,pl,G,blondiakov,mp,chlap,blondiak,ov,[8],blond|iak,[5]
327,random_general,odklon,pl,I,odklonmi,mi,zápas,odklon,mi,[6],od|klon,[2]
328,random_general,multivitamín,sg,L,multivitamíne,mi,zápas,multivitamín,e,[12],mult|i|vitamín,"[4, 5]"
329,random_general,zápalistosť,sg,L,zápalistosti,f,možnosť,zápalistost,i,[11],zá|pal|ist|osť,"[2, 5, 8]"
330,random_general,poriadnosť,pl,D,poriadnostiam,f,možnosť,poriadnost,iam,[10],po|riad|n|osť,"[2, 6, 7]"
331,random_general,sad,pl,I,sadmi,mi,zápas,sad,mi,[3],sad,[]
332,random_general,automechanik,pl,N,automechanici,mp,chlap,automechanic,i,[12],aut|o|mechan|ik,"[3, 4, 10]"
333,random_general,karbolín,sg,G,karbolínu,mi,zápas,karbolín,u,[8],karb|ol|ín,"[4, 6]"
334,random_general,profil,sg,L,profile,mi,zápas,profil,e,[6],profil,[]
335,random_general,ustanovenie,pl,A,ustanovenia,n,stretnutie,ustanoven,ia,[9],u|stan|ov|en|ie,"[1, 5, 7, 9]"
336,random_general,rektorát,pl,A,rektoráty,mi,zápas,rektorát,y,[8],rekt|or|át,"[4, 6]"
337,random_general,neženskosť,sg,I,neženskosťou,f,možnosť,neženskosť,ou,[10],ne|žen|sk|osť,"[2, 5, 7]"
338,random_general,zanedbanosť,sg,A,zanedbanosť,f,možnosť,zanedbanosť,ø,[],za|ne|db|an|osť,"[2, 4, 6, 8]"
339,random_general,svetobežník,pl,G,svetobežníkov,mp,chlap,svetobežník,ov,[11],svet|o|bež|ník,"[4, 5, 8]"
340,random_general,chrasť,sg,A,chrasť,f,možnosť,chrasť,ø,[],chrasť,[]
341,random_general,sobášnosť,pl,D,sobášnostiam,f,možnosť,sobášnost,iam,[9],sobáš|n|osť,"[5, 6]"
342,random_general,pragmatickosť,pl,A,pragmatickosti,f,možnosť,pragmatickost,i,[13],pragm|atick|osť,"[5, 10]"
343,random_general,exotickosť,pl,G,exotickostí,f,možnosť,exotickost,í,[10],exot|ic|k|osť,"[4, 6, 7]"
344,random_general,hydinár,pl,D,hydinárom,mp,chlap,hydinár,om,[7],hyd|in|ár,"[3, 5]"
345,random_general,volt,pl,G,voltov,mi,zápas,volt,ov,[4],volt,[]
346,random_general,kredit,sg,A,kredit,mi,zápas,kredit,ø,[],kred|it,[4]
347,random_general,vyrozumenie,pl,G,vyrozumení,n,stretnutie,vyrozumen,í,[9],vy|roz|um|en|ie,"[2, 5, 7, 9]"
348,random_general,citát,sg,L,citáte,mi,zápas,citát,e,[5],cit|át,[3]
349,random_general,korenie,sg,A,korenie,n,stretnutie,koren,ie,[5],koren|ie,[5]
350,random_general,dvojdetnosť,pl,L,dvojdetnostiach,f,možnosť,dvojdetnost,iach,[11],dv|oj|det|n|osť,"[2, 4, 7, 8]"
351,random_general,splavnosť,pl,N,splavnosti,f,možnosť,splavnost,i,[9],s|plav|n|osť,"[1, 5, 6]"
352,random_general,triumvirát,sg,A,triumvirát,mi,zápas,triumvirát,ø,[],tri|um|vir|át,"[3, 5, 8]"
353,random_general,silikát,sg,I,silikátom,mi,zápas,silikát,om,[7],sil|ikát,[3]
354,random_general,súlad,pl,I,súladmi,mi,zápas,súlad,mi,[5],sú|lad,[2]
355,random_general,zamat,pl,D,zamatom,mi,zápas,zamat,om,[5],zamat,[]
356,random_general,ischias,pl,N,ischiasy,mi,zápas,ischias,y,[7],ischias,[]
357,random_general,málokrvnosť,sg,I,málokrvnosťou,f,možnosť,málokrvnosť,ou,[11],mál|o|krv|n|osť,"[3, 4, 7, 8]"
358,random_general,rozpor,pl,A,rozpory,mi,zápas,rozpor,y,[6],roz|por,[3]
359,random_general,stabilnosť,pl,D,stabilnostiam,f,možnosť,stabilnost,iam,[10],sta|biln|osť,"[3, 7]"
360,random_general,kibic,pl,N,kibici,mp,chlap,kibic,i,[5],kibic,[]
361,random_general,párnosť,sg,I,párnosťou,f,možnosť,párnosť,ou,[7],pár|n|osť,"[3, 4]"
362,random_general,smalt,sg,L,smalte,mi,zápas,smalt,e,[5],smalt,[]
363,random_general,chodbár,sg,I,chodbárom,mp,chlap,chodbár,om,[7],chod|b|ár,"[4, 5]"
364,random_general,box,sg,D,boxu,mi,zápas,box,u,[3],box,[]
365,random_general,diktát,sg,G,diktátu,mi,zápas,diktát,u,[6],dikt|át,[4]
366,random_general,piadimužík,pl,G,piadimužíkov,mp,chlap,piadimužík,ov,[10],piad|i|muž|ík,"[4, 5, 8]"
367,random_general,chrapľavosť,sg,G,chrapľavosti,f,možnosť,chrapľavost,i,[11],chrap|ľav|osť,"[5, 8]"
368,random_general,neobmedzenosť,pl,L,neobmedzenostiach,f,možnosť,neobmedzenost,iach,[13],ne|ob|medz|en|osť,"[2, 4, 8, 10]"
369,random_general,samospád,pl,A,samospády,mi,zápas,samospád,y,[8],sam|o|s|pád,"[3, 4, 5]"
370,random_general,pomenovanie,pl,N,pomenovania,n,stretnutie,pomenovan,ia,[9],po|men|ov|an|ie,"[2, 5, 7, 9]"
371,random_general,ochvat,sg,D,ochvatu,mi,zápas,ochvat,u,[6],ochvat,[]
372,random_general,duatlon,sg,I,duatlonom,mi,zápas,duatlon,om,[7],du|atl|on,"[2, 5]"
373,random_general,klerik,pl,I,klerikmi,mp,chlap,klerik,mi,[6],kler|ik,[4]
374,random_general,predpranie,sg,A,predpranie,n,stretnutie,predpran,ie,[8],pred|pr|an|ie,"[4, 6, 8]"
375,random_general,drevorubač,pl,A,drevorubačov,mp,chlap,drevorubač,ov,[10],drev|o|rub|ač,"[4, 5, 8]"
376,random_general,kastról,sg,D,kastrólu,mi,zápas,kastról,u,[7],kastról,[]
377,random_general,mor,sg,L,more,mi,zápas,mor,e,[3],mor,[]
378,random_general,prenesenosť,sg,D,prenesenosti,f,možnosť,prenesenost,i,[11],pre|nes|en|osť,"[3, 6, 8]"
379,random_general,predzvesť,sg,A,predzvesť,f,možnosť,predzvesť,ø,[],pred|z|vesť,"[4, 5]"
380,random_general,umučenie,sg,I,umučením,n,stretnutie,umučen,ím,[6],u|muč|en|ie,"[1, 4, 6]"
381,pattern_representative,subdodávateľ,pl,L,subdodávateľoch,mp,priateľ,subdodávateľ,och,[12],sub|do|d|áv|ateľ,"[3, 5, 6, 8]"
382,pattern_representative,vyslankyňa,sg,G,vyslankyne,f,ulica,vyslankyn,e,[9],vy|sl|an|k|yň|a,"[2, 4, 6, 7, 9]"
383,pattern_representative,šatniar,sg,I,šatniarom,mp,chlap,šatniar,om,[7],šat|n|iar,"[3, 4]"
384,pattern_representative,podsvetie,pl,A,podsvetia,n,stretnutie,podsvet,ia,[7],pod|svet|ie,"[3, 7]"
385,pattern_representative,druhotriednosť,sg,D,druhotriednosti,f,možnosť,druhotriednost,i,[14],druh|o|tried|n|osť,"[4, 5, 10, 11]"
386,pattern_representative,riaditeľ,pl,I,riaditeľmi,mp,priateľ,riaditeľ,mi,[8],riad|iteľ,[4]
387,pattern_representative,predlaktie,pl,D,predlaktiam,n,stretnutie,predlakt,iam,[8],pred|lakt|ie,"[4, 8]"
388,pattern_representative,príslovie,sg,G,príslovia,n,stretnutie,prísl,ovia,[5],prí|slov|ie,"[3, 7]"
389,pattern_representative,vrátnica,pl,L,vrátniciach,f,ulica,vrátnic,iach,[7],vrát|nic|a,"[4, 7]"
390,pattern_representative,znechutenosť,pl,G,znechuteností,f,možnosť,znechutenost,í,[12],z|ne|chut|en|osť,"[1, 3, 7, 9]"
391,pattern_representative,taktnosť,pl,L,taktnostiach,f,možnosť,taktnost,iach,[8],takt|n|osť,"[4, 5]"
392,pattern_representative,chorľavosť,pl,G,chorľavostí,f,možnosť,chorľavost,í,[10],chor|ľav|osť,"[4, 7]"
393,pattern_representative,vytrvalosť,sg,D,vytrvalosti,f,možnosť,vytrvalost,i,[10],vy|trv|al|osť,"[2, 5, 7]"
394,pattern_representative,negativizmus,pl,L,negativizmoch,mi,problém,negativizm,och,[10],neg|at|iv|izm|us,"[3, 5, 7, 10]"
395,pattern_representative,roznášač,pl,G,roznášačov,mp,chlap,roznášač,ov,[8],roz|náš|ač,"[3, 6]"
396,pattern_representative,klasicizmus,pl,N,klasicizmy,mi,problém,klasicizm,y,[9],klas|ic|izm|us,"[4, 6, 9]"
397,pattern_representative,začiatočník,pl,I,začiatočníkmi,mp,chlap,začiatočník,mi,[11],za|čia|t|oč|ník,"[2, 5, 6, 8]"
398,pattern_representative,bipolárnosť,pl,I,bipolárnosťami,f,možnosť,bipolárnosť,ami,[11],bi|pol|árn|osť,"[2, 5, 8]"
399,pattern_representative,rušňovodič,pl,L,rušňovodičoch,mp,chlap,rušňovodič,och,[10],ruš|ň|o|vod|ič,"[3, 4, 5, 8]"
400,pattern_representative,dvojakosť,pl,N,dvojakosti,f,možnosť,dvojakost,i,[9],dv|oj|ak|osť,"[2, 4, 6]"
401,pattern_representative,zlepšovateľ,pl,A,zlepšovateľov,mp,priateľ,zlepšovateľ,ov,[11],z|lep|š|ov|ateľ,"[1, 4, 5, 7]"
402,pattern_representative,škriepnik,pl,G,škriepnikov,mp,chlap,škriepnik,ov,[9],škriep|n|ik,"[6, 7]"
403,pattern_representative,pikolík,sg,I,pikolíkom,mp,chlap,pikolík,om,[7],pikol|ík,[5]
404,pattern_representative,manipulátor,sg,G,manipulátora,mp,chlap,manipulátor,a,[11],manipul|át|or,"[7, 9]"
405,pattern_representative,štvrťfinále,pl,I,štvrťfinále,n,neskl,štvrťfinále,ø,[],štvr|ť|fin|ále,"[4, 5, 8]"
406,pattern_representative,invariant,pl,L,invariantoch,mi,zápas,invariant,och,[9],in|vari|ant,"[2, 6]"
407,pattern_representative,motorista,pl,D,motoristom,mp,futbalista,motorist,om,[8],mot|or|ist|a,"[3, 5, 8]"
408,pattern_representative,ľahtikár,pl,L,ľahtikároch,mp,chlap,ľahtikár,och,[8],ľah|t|ikár,"[3, 4]"
409,pattern_representative,vzduchotesnosť,pl,I,vzduchotesnosťami,f,možnosť,vzduchotesnosť,ami,[14],vzduch|o|tesn|osť,"[6, 7, 11]"
410,pattern_representative,ježibábeľ,sg,I,ježibábeľom,mp,chlap,ježibábeľ,om,[9],ježibáb|eľ,[7]
411,pattern_representative,úhlavnosť,pl,I,úhlavnosťami,f,možnosť,úhlavnosť,ami,[9],ú|hlav|n|osť,"[1, 5, 6]"
412,pattern_representative,životnosť,sg,D,životnosti,f,možnosť,životnost,i,[9],ži|v|ot|n|osť,"[2, 3, 5, 6]"
413,pattern_representative,morálnosť,sg,A,morálnosť,f,možnosť,morálnosť,ø,[],mor|áln|osť,"[3, 6]"
414,pattern_representative,doktrinár,sg,G,doktrinára,mp,chlap,doktrinár,a,[9],doktr|in|ár,"[5, 7]"
415,pattern_representative,pozostatok,pl,N,pozostatky,mi,výsledok,pozostatk,y,[9],po|zo|sta|t|ok,"[2, 4, 7, 8]"
416,pattern_representative,bodľačie,pl,L,bodľačiach,n,stretnutie,bodľač,iach,[6],bod|ľač|ie,"[3, 6]"
417,pattern_representative,rovnopis,sg,G,rovnopisu,mi,zápas,rovnopis,u,[8],rov|n|o|pis,"[3, 4, 5]"
418,pattern_representative,šéfdirigent,sg,D,šéfdirigentovi,mp,chlap,šéfdirigent,ovi,[11],šéf|dirig|ent,"[3, 8]"
419,pattern_representative,supertalent,pl,I,supertalentmi,mi,zápas,supertalent,mi,[11],super|talent,[5]
420,pattern_representative,zemepán,pl,I,zemepánmi,mp,chlap,zemepán,mi,[7],zem|e|pán,"[3, 4]"
421,pattern_representative,regrút,sg,L,regrútovi,mp,chlap,regrút,ovi,[6],regrút,[]
422,pattern_representative,sympatizant,sg,L,sympatizantovi,mp,chlap,sympatizant,ovi,[11],sym|pat|izant,"[3, 6]"
423,pattern_representative,neštandard,sg,A,neštandard,mi,zápas,neštandard,ø,[],ne|štandard,[2]
424,pattern_representative,bonviván,pl,L,bonvivánoch,mp,chlap,bonviván,och,[8],bon|viv|án,"[3, 6]"
425,pattern_representative,preklad,sg,I,prekladom,mi,zápas,preklad,om,[7],pre|klad,[3]
426,pattern_representative,prílev,sg,A,prílev,mi,zápas,prílev,ø,[],prí|le|v,"[3, 5]"
427,pattern_representative,repetítor,sg,L,repetítorovi,mp,chlap,repetítor,ovi,[9],repet|ít|or,"[5, 7]"
428,pattern_representative,panteón,pl,G,panteónov,mi,zápas,panteón,ov,[7],pan|te|ón,"[3, 5]"
429,pattern_representative,statik,pl,N,statici,mp,chlap,static,i,[6],stat|ik,[4]
430,pattern_representative,front,sg,L,fronte,mi,zápas,front,e,[5],front,[]
431,pattern_representative,dražobňa,sg,I,dražobňou,f,poisťovňa,dražobň,ou,[7],draž|ob|ň|a,"[4, 6, 7]"
432,pattern_representative,kal,pl,G,kalov,mi,zápas,kal,ov,[3],kal,[]
433,pattern_representative,episkopalista,pl,G,episkopalistov,mp,futbalista,episkopalist,ov,[12],episkop|alist|a,"[7, 12]"
434,pattern_representative,predsavzatie,pl,D,predsavzatiam,n,stretnutie,predsavzat,iam,[10],predsavza|t|ie,"[9, 10]"
435,pattern_representative,cudzoložnica,sg,G,cudzoložnice,f,ulica,cudzoložnic,e,[11],cudz|o|lož|nic|a,"[4, 5, 8, 11]"
436,pattern_representative,skladateľ,pl,D,skladateľom,mp,priateľ,skladateľ,om,[9],s|klad|ateľ,"[1, 5]"
437,pattern_representative,popredie,pl,L,poprediach,n,stretnutie,popred,iach,[6],po|pred|ie,"[2, 6]"
438,pattern_representative,eurokampaň,pl,I,eurokampaňami,f,dlaň,eurokampaň,ami,[10],eur|o|kampaň,"[3, 4]"
439,pattern_representative,difuzér,pl,I,difuzérmi,mi,hotel,difuzér,mi,[7],di|fuz|ér,"[2, 5]"
440,pattern_representative,mág,pl,N,mágovia,mp,syn,mág,ovia,[3],mág,[]
441,pattern_representative,detailista,sg,D,detailistovi,mp,futbalista,detailist,ovi,[9],detail|ist|a,"[6, 9]"
442,pattern_representative,typológ,sg,D,typológovi,mp,syn,typológ,ovi,[7],typ|o|lóg,"[3, 4]"
443,pattern_representative,konateľ,sg,D,konateľovi,mp,priateľ,konateľ,ovi,[7],kon|ateľ,[3]
444,pattern_representative,prežitok,pl,N,prežitky,mi,výsledok,prežitk,y,[7],pre|ži|t|ok,"[3, 5, 6]"
445,pattern_representative,tanečnica,pl,D,tanečniciam,f,ulica,tanečnic,iam,[8],taneč|nic|a,"[5, 8]"
446,pattern_representative,sokolovňa,sg,A,sokolovňu,f,poisťovňa,sokolovňu,ø,[],sokol|ovň|a,"[5, 8]"
447,pattern_representative,exhibicionizmus,pl,A,exhibicionizmy,mi,problém,exhibicionizm,y,[13],exhib|ici|onizm|us,"[5, 8, 13]"
448,pattern_representative,džbánok,sg,I,džbánkom,mi,výsledok,džbánk,om,[6],džbán|ok,[5]
449,pattern_representative,stavebnica,pl,N,stavebnice,f,ulica,stavebnic,e,[9],stav|eb|nic|a,"[4, 6, 9]"
450,pattern_representative,nátrubok,pl,A,nátrubky,mi,kúsok,nátrubk,y,[7],ná|trub|ok,"[2, 6]"
451,pattern_representative,pasienok,pl,D,pasienkom,mi,kúsok,pasienk,om,[7],pas|ienok,[3]
452,pattern_representative,chovateľ,pl,A,chovateľov,mp,priateľ,chovateľ,ov,[8],chov|ateľ,[4]
453,pattern_representative,presbyterianizmus,pl,I,presbyterianizmami,mi,problém,presbyterianizm,ami,[15],presbyt|er|ian|izm|us,"[7, 9, 12, 15]"
454,pattern_representative,uchaňa,sg,A,uchaňu,f,poisťovňa,uchaňu,ø,[],uch|aň|a,"[3, 5]"
455,pattern_representative,futurista,pl,N,futuristi,mp,futbalista,futurist,i,[8],futur|ist|a,"[5, 8]"
456,pattern_representative,kapustnica,pl,A,kapustnice,f,ulica,kapustnic,e,[9],kapust|n|ic|a,"[6, 7, 9]"
457,pattern_representative,budovateľ,sg,A,budovateľa,mp,priateľ,budovateľ,a,[9],bud|ov|ateľ,"[3, 5]"
458,pattern_representative,hlások,sg,I,hláskom,mi,kúsok,hlásk,om,[5],hlás|ok,[4]
459,pattern_representative,chumelica,sg,D,chumelici,f,ulica,chumelic,i,[8],chumel|ic|a,"[6, 8]"
460,pattern_representative,náturista,pl,A,náturistov,mp,futbalista,náturist,ov,[8],nátur|ist|a,"[5, 8]"
461,pattern_representative,kozmopolitizmus,sg,I,kozmopolitizmom,mi,problém,kozmopolitizm,om,[13],kozm|o|polit|izm|us,"[4, 5, 10, 13]"
462,pattern_representative,komunizmus,sg,G,komunizmu,mi,problém,komunizm,u,[8],komun|izm|us,"[5, 8]"
463,pattern_representative,rozhodca,pl,L,rozhodcoch,mp,hrdina,rozhodc,och,[7],rozhod|c|a,"[6, 7]"
464,pattern_representative,manuál,pl,A,manuály,mi,materiál,manuál,y,[6],man|uál,[3]
465,pattern_representative,radkyňa,pl,L,radkyniach,f,ulica,radkyn,iach,[6],rad|k|yň|a,"[3, 4, 6]"
466,pattern_representative,vrátok,pl,L,vrátkoch,mi,kúsok,vrátk,och,[5],vrát|ok,[4]
467,pattern_representative,harfista,pl,N,harfisti,mp,futbalista,harfist,i,[7],harf|ist|a,"[4, 7]"
468,pattern_representative,prokurista,sg,G,prokuristu,mp,futbalista,prokurist,u,[9],prokur|ist|a,"[6, 9]"
469,pattern_representative,antropocentrizmus,pl,I,antropocentrizmami,mi,problém,antropocentrizm,ami,[15],antrop|o|centr|izm|us,"[6, 7, 12, 15]"
470,pattern_representative,predseda,pl,I,predsedami,mp,hrdina,predsed,ami,[7],pred|sed|a,"[4, 7]"
471,pattern_representative,formalizmus,pl,G,formalizmov,mi,problém,formalizm,ov,[9],form|alizm|us,"[4, 9]"
472,pattern_representative,zbernica,sg,D,zbernici,f,ulica,zbernic,i,[7],z|ber|n|ic|a,"[1, 4, 5, 7]"
473,pattern_representative,komuniké,pl,D,komuniké,n,neskl,komuniké,ø,[],komuniké,[]
474,pattern_representative,monopolista,sg,A,monopolistu,mp,futbalista,monopolist,u,[10],mon|o|pol|ist|a,"[3, 4, 7, 10]"
475,pattern_representative,cementáreň,sg,G,cementárne,f,elektráreň,cementárn,e,[9],ce|ment|áreň,"[2, 6]"
476,pattern_representative,cyankáli,pl,D,cyankáli,n,neskl,cyankáli,ø,[],cyan|káli,[4]
477,pattern_representative,zákrpok,pl,G,zákrpkov,mi,kúsok,zákrpk,ov,[6],zá|krp|ok,"[2, 5]"
478,pattern_representative,úschovňa,sg,G,úschovne,f,poisťovňa,úschovne,ø,[],ú|s|chov|ň|a,"[1, 2, 6, 7]"
479,pattern_representative,vizážista,sg,D,vizážistovi,mp,futbalista,vizážist,ovi,[8],viz|áž|ist|a,"[3, 5, 8]"
480,pattern_representative,človiečik,sg,D,človiečikovi,mp,syn,človiečik,ovi,[9],človieč|ik,[7]
481,pattern_representative,niekoľkonásobok,pl,A,niekoľkonásobky,mi,výsledok,niekoľkonásobk,y,[14],nie|koľk|o|násob|ok,"[3, 7, 8, 13]"
